Days since first case,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,e1_2_action,Number of Tweet,c7_2_action,c6_3_action,e2_2_action,e1_1_action,e2_1_action,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,c6_2_action,c1_3_action,c4_4_action,temperature,h2_2_action,c2_2_action,c8_4_action,c4_1_action,c2_3_action,c5_2_action,c5_1_action,c3_2_action,h3_1_action,h2_3_action,h2_1_action,c4_3_action,c8_3_action,h1_2_action,urbanPopulation,population_density,cvd_death_rate,gdp_per_capita,diabetes_prevalence,life_expectancy,aged_65_older_sum,clear-day,clear-night,cloudy,partly-cloudy-day,partly-cloudy-night,rain,wind-fog-snow
55,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.24,78,0,0,0,0,0,0,7,0,0,0,0,78,78,100,7915.731,92.243,85535.383,10.99,83.62,19.971,0,0,1,0,0,0,0
141,0,0,1,0,0,0,0,1,0,0,119,0,0,0,0,1,0,0,0,0,0,0,0,59.9,0,121,0,0,0,0,0,0,0,43,0,0,0,132,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,1,0,0,0,0,0,0
48,0,1,0,0,0,0,0,1.2,2,0,0,0,0,1,0,0,0,0,0,0,20,31,9,58.03,0,0,0,0,21,17,0,44,49,0,49,0,51,44,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,0,0,0,1,0,0,0
132,0,1,0,0,0,0,106,2,0,0,0,0,0,0,0,0,0,0,1,0,0,124,112,98.97,0,117,0,0,0,119,0,112,0,60,0,0,27,106,99.188,227.322,176.69,116935.6,16.52,80.23,1.924,0,0,0,1,0,0,0
101,1,0,0,0,0,0,0,3.5,72,0,0,0,0,1,0,0,0,0,0,0,0,75,0,71.1,0,36,78,0,0,0,36,81,0,0,102,36,0,102,51.157,209.588,181.013,5338.454,2.42,54.69,4.198,0,0,0,0,1,0,0
24,0,0,0,1,0,0,0,1,26,0,0,0,23,1,0,0,0,0,0,0,26,26,26,77.15,0,0,0,0,26,8,0,26,0,0,26,0,70,42,56.192,398.448,430.548,1653.173,6.65,64,7.754,0,1,0,0,0,0,0
10,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65.57,0,0,0,0,0,0,0,0,0,0,11,0,37,48,86.615,18.206,128.797,36085.843,8.08,82.29,25.042,0,0,0,1,0,0,0
110,0,0,0,0,0,1,0,60,102,0,0,92,92,0,1,0,0,0,0,0,7,111,106,32.89,0,5,92,0,0,107,0,111,0,0,85,0,0,110,69.773,10.202,204.299,6885.829,6.89,71.51,11.097,0,1,0,0,0,0,0
101,0,0,0,1,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.46,0,0,0,0,0,0,0,0,0,0,102,0,0,75,58.76,51.667,137.016,5321.444,11.47,74.48,8.964,0,0,0,0,1,0,0
85,1,0,0,0,0,0,0,2,66,0,2,40,0,0,0,0,0,0,1,0,66,74,0,45.94,0,30,66,0,0,0,66,76,0,30,0,76,0,87,66.856,46.754,200.38,12294.876,5.52,64.13,8.397,1,0,0,0,0,0,0
32,1,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,1,0,29,33,28,77.54,0,0,0,0,7,0,33,28,33,0,33,0,40,26,51.615,49.127,272.509,752.788,2.42,64.1,4.813,0,0,1,0,0,0,0
88,0,0,0,0,0,1,0,3,0,0,65,66,0,0,0,0,1,0,0,0,11,87,76,62.83,0,11,73,0,0,0,57,87,0,0,3,0,0,74,61.879,17.144,199.128,8827.01,8.27,74.25,10.211,0,0,0,0,0,1,0
31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32.81,0,0,0,0,0,0,0,0,3,0,5,0,25,4,85.446,18.136,153.507,40585.721,5.76,81.91,34.492,0,0,1,0,0,0,0
55,1,0,0,0,0,0,0,1,51,0,38,23,0,0,0,0,0,0,1,0,51,54,0,76.61,46,24,101,0,0,0,24,51,0,0,0,9,0,0,66.177,23.89,276.045,5819.495,3.94,61.15,3.767,0,0,0,0,1,0,0
19,1,0,0,0,0,0,0,1,0,0,14,3,0,0,0,1,0,0,0,0,0,31,0,63.64,0,0,0,0,0,0,0,34,0,0,16,34,20,20,17.174,197.519,227.349,1095.042,3.94,64.26,4.762,0,0,1,0,0,0,0
141,0,0,0,0,0,1,0,11,74,0,121,123,0,0,0,0,1,0,0,0,88,130,127,57.83,0,4,130,0,0,123,0,135,0,0,142,0,0,183,91.991,16.177,191.032,18933.907,6.89,76.67,18.639,0,0,1,0,0,0,0
132,1,0,0,0,0,0,0,1,129,0,0,0,0,1,0,0,0,0,0,0,129,0,128,74.78,0,66,0,0,0,0,133,0,133,0,133,0,0,126,51.615,49.127,272.509,752.788,2.42,64.1,4.813,0,0,0,0,1,0,0
8,1,0,0,0,0,0,0,1,10,0,6,3,0,0,0,0,0,0,0,1,0,2,0,69.87,0,0,32,0,2,0,2,14,0,0,14,0,0,54,66.195,135.58,182.219,6222.554,2.42,72.98,7.897,0,0,0,0,1,0,0
104,0,0,0,1,0,0,59,0,0,0,0,0,99,0,0,0,1,0,0,0,0,104,0,78.61,0,36,95,0,0,0,0,97,0,0,56,4,0,145,53.187,266.886,228.467,28763.071,10.97,73.51,15.833,0,0,1,0,0,0,0
123,0,0,0,1,0,0,0,0,112,0,0,100,114,0,1,0,0,0,0,0,0,0,0,80.96,28,0,121,0,0,0,0,0,0,0,0,0,0,124,0,0,197.0668846,21655.2437,13.17,81.88,16.17296,0,1,0,0,0,0,0
77,0,0,1,0,0,0,0,0,0,0,0,74,0,0,0,0,0,1,0,0,0,0,0,65.88,49,35,0,0,0,0,0,81,0,0,0,16,23,78,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,0,0,0,1,0,0
116,0,0,1,0,0,0,17,3,0,0,58,0,0,0,0,1,0,0,0,0,0,0,59,59.36,15,6,72,0,0,0,75,79,94,0,0,0,0,118,80.565,93.105,99.403,34272.36,7.17,83.56,33.235,1,0,0,0,0,0,0
54,0,0,0,0,0,1,0,1.333333333,46,0,0,36,36,0,1,0,0,0,0,0,50,55,50,44.97,0,0,36,0,45,51,0,55,0,0,29,0,0,54,69.773,10.202,204.299,6885.829,6.89,71.51,11.097,0,0,1,0,0,0,0
22,1,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,1,0,24,0,78.89,0,0,23,0,0,0,0,23,17,0,23,23,0,23,16.517,16.955,238.339,926,2.42,62.42,3.931,0,1,0,0,0,0,0
62,0,1,0,0,0,0,0,1,53,0,37,28,0,0,0,0,0,0,0,1,31,56,53,93.79,71,10,0,0,0,53,0,51,108,0,0,0,41,111,37.405,1265.036,298.003,3523.984,8.38,72.59,8.36,1,0,0,0,0,0,0
89,1,0,0,0,0,0,0,1,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,83.11,0,0,90,0,0,0,0,0,84,0,90,0,0,90,16.517,16.955,238.339,926,2.42,62.42,3.931,0,0,1,0,0,0,0
11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52.3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,42.73,97.999,525.432,10550.206,17.31,71.99,8.05,1,0,0,0,0,0,0
107,0,1,0,0,0,0,0,2.2,0,0,0,51,51,0,0,0,0,0,1,0,16,104,0,75.31,74,48,88,0,0,0,0,105,0,0,0,22,0,137,59.039,65.032,496.218,9745.079,7.11,73.77,25.108,1,0,0,0,0,0,0
11,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,15,14,8,56.06,0,0,0,0,8,19,0,15,0,0,12,0,0,12,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,0,0,0,0,1,0
102,0,0,1,0,0,0,72,1,64,0,47,0,0,0,0,0,0,0,1,0,60,0,60,41.82,13,6,0,0,0,0,0,64,65,0,0,0,12,103,98.041,375.564,114.898,42658.576,4.29,81.63,31.42,1,0,0,0,0,0,0
10,1,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.72,12,0,0,0,0,0,0,0,0,0,0,0,1,1,62.994,80.08,419.146,7485.013,7.14,76.68,10.978,0,0,1,0,0,0,0
112,0,0,0,1,0,0,64,1,59,0,0,0,61,0,0,0,0,0,0,1,0,63,56,51.15,0,0,61,0,61,0,0,67,113,60,0,0,0,68,81.482,4.037,105.599,44017.591,7.37,82.43,27.781,0,0,0,0,1,0,0
6,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,3,7,0,52.82,0,5,0,0,0,3,0,7,8,0,8,0,1,6,61.229,104.871,304.195,11803.431,10.08,78.57,21.831,0,0,0,0,0,1,0
18,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,6,6,80.58,0,6,0,0,0,6,0,19,0,0,19,0,0,19,47.861,99.11,235.848,2064.236,0.99,61.77,5.186,0,0,1,0,0,0,0
86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.93,0,0,0,0,0,0,0,0,87,0,0,87,0,78,34.5,64.699,217.288,2683.304,5.75,65.46,4.982,0,0,0,1,0,0,0
81,0,1,0,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,1,0,61,90,58,87.96,82,31,0,0,0,68,0,93,82,0,0,0,76,82,30.852,81.721,202.104,5591.597,4.61,67.13,8.852,0,0,1,0,0,0,0
87,0,0,0,0,0,1,0,3,70,0,78,57,0,0,1,0,0,0,0,0,70,79,40,50.37,124,28,70,0,0,0,70,83,0,0,0,0,0,134,81.104,44.223,124.24,13254.949,7.44,77.29,11.958,0,0,0,0,1,0,0
95,0,0,1,0,0,0,67,1,0,0,72,0,0,0,0,0,0,1,0,0,0,0,0,55.97,71,0,0,0,0,0,0,0,0,0,0,0,53,96,73.921,137.176,227.485,32605.906,6.82,79.38,30.607,0,0,0,0,0,1,0
109,0,1,0,0,0,0,0,2.3,0,0,0,53,53,1,0,0,0,0,0,0,0,106,0,75.43,76,50,90,0,0,0,0,107,0,0,0,24,0,139,59.039,65.032,496.218,9745.079,7.11,73.77,25.108,0,0,0,1,0,0,0
86,0,1,0,0,0,0,0,22,0,0,26,0,0,0,0,0,0,1,0,0,0,40,0,59.67,0,0,0,0,0,0,0,0,87,0,87,0,8,67,91.698,347.778,79.37,39002.223,5.72,84.63,45.542,1,0,0,0,0,0,0
108,0,0,0,1,0,0,70,23,78,0,0,0,70,0,0,0,1,0,0,0,82,92,76,71.63,0,0,0,0,78,0,80,85,136,83,0,0,95,81,82.459,35.608,151.089,54225.446,10.79,78.86,25.145,0,0,0,0,0,1,0
77,0,0,0,0,1,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,0,81,0,84.97,0,26,0,0,0,0,38,77,0,29,0,8,0,78,94.859,304.128,310.496,23315.1805,21.52,80.07,15.044,0,0,0,1,0,0,0
116,0,1,0,0,0,0,0,0,103,0,93,70,0,1,0,0,0,0,0,0,0,0,0,82.98,30,66,0,0,0,0,97,115,0,0,0,0,0,30,75.391,49.831,270.308,19082.62,9.59,76.68,8.622,1,0,0,0,0,0,0
46,1,0,0,0,0,0,0,1,47,0,0,9,0,0,0,1,0,0,0,0,0,47,0,62.65,0,0,53,0,0,0,17,47,46,0,46,47,0,47,37.861,43.951,405.994,1416.44,3.94,67.04,4.615,0,0,0,1,0,0,0
68,1,0,0,0,0,0,0,1,64,0,51,36,0,0,0,0,0,1,0,0,0,67,0,74,59,37,114,0,0,0,37,64,0,0,0,22,0,13,66.177,23.89,276.045,5819.495,3.94,61.15,3.767,0,0,0,0,1,0,0
192,0,1,0,0,0,0,0,2,63,63,0,92,52,0,0,0,0,0,1,0,0,26,172,83.97,0,0,0,0,63,63,0,172,0,103,0,0,108,179,60.308,147.674,261.899,15308.712,9.74,76.91,16.57,0,0,1,0,0,0,0
118,0,1,0,0,0,0,69,1.666666667,97,0,0,0,69,1,0,0,0,0,0,0,10,100,98,90.66,143,84,97,0,0,96,0,98,0,0,0,0,0,155,85.443,14.98,266.342,37960.709,12.61,77.86,3.885,0,0,1,0,0,0,0
90,0,0,1,0,0,0,45,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.53,0,45,42,0,0,0,0,49,62,0,64,0,0,63,85.446,18.136,153.507,40585.721,5.76,81.91,34.492,0,0,0,1,0,0,0
128,0,1,0,0,0,0,0,180.4545455,82,0,0,0,0,0,0,0,1,0,0,0,100,111,89,78.29,0,0,0,0,101,97,0,124,129,0,129,0,0,124,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,1,0,0,0,0,0,0
36,0,1,0,0,0,0,0,1,13,4,0,0,0,0,0,0,0,1,0,0,0,33,14,47.14,3,0,17,0,16,12,0,34,0,0,0,0,0,66,59.039,65.032,496.218,9745.079,7.11,73.77,25.108,0,0,0,1,0,0,0
74,0,0,0,0,0,1,0,5,7,0,54,56,0,0,0,0,0,0,0,1,21,63,60,65.87,0,6,63,0,0,56,0,68,0,0,75,0,0,116,91.991,16.177,191.032,18933.907,6.89,76.67,18.639,0,1,0,0,0,0,0
74,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.01,0,0,0,0,0,0,0,0,0,0,75,0,0,48,58.76,51.667,137.016,5321.444,11.47,74.48,8.964,0,0,0,0,0,1,0
82,0,0,1,0,0,0,60,1,56,0,60,0,0,0,0,0,0,1,0,0,0,71,69,52.59,5,5,0,0,0,57,0,72,88,0,0,0,0,109,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,0,0,0,0,0,1
75,0,0,0,1,0,0,0,0,71,0,0,14,0,0,0,1,0,0,0,0,30,80,0,81.59,0,0,125,0,68,68,0,83,0,27,0,30,0,0,100,256.496,197.0668846,49903.029,13.22,83.92,16.17296,0,0,0,0,1,0,0
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44.97,0,0,0,0,0,0,0,4,0,0,0,0,0,0,75.391,49.831,270.308,19082.62,9.59,76.68,8.622,0,0,0,0,0,1,0
69,0,0,0,0,0,1,0,2,62,0,59,61,0,0,0,0,0,1,0,0,5,65,62,63.46,36,15,61,0,0,15,0,65,71,0,0,0,0,72,78.099,25.129,85.755,12236.706,5.95,76.74,11.606,0,1,0,0,0,0,0
92,0,1,0,0,0,0,0,49,0,0,32,1,0,0,0,0,1,0,0,0,0,46,0,60.24,0,0,0,0,0,0,0,0,93,0,93,0,14,73,91.698,347.778,79.37,39002.223,5.72,84.63,45.542,0,0,0,1,0,0,0
87,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,49,39,92.22,0,39,0,0,0,0,0,49,40,0,40,0,0,30,23.805,90.672,270.892,3645.07,4,69.82,6.797,0,0,1,0,0,0,0
70,1,0,0,0,0,0,0,1,0,0,0,65,65,0,0,0,1,0,0,0,0,0,0,79.9,0,0,35,0,0,0,0,72,0,0,35,72,0,71,43.136,15.196,268.024,2014.306,2.42,59.31,4.005,0,0,0,0,1,0,0
37,1,0,0,0,0,0,0,0,26,0,0,0,30,0,1,0,0,0,0,0,26,36,0,56.46,0,19,26,0,0,0,6,36,0,0,38,36,0,38,23.981,79.492,333.436,7738.975,3.94,60.19,5.008,1,0,0,0,0,0,0
27,0,0,0,1,0,0,0,5,10,0,0,3,0,0,0,0,0,0,0,1,0,11,0,71.55,8,0,11,0,11,11,0,11,18,0,0,6,0,28,81.828,222.873,266.653,14600.861,8.2,74.08,11.4,0,1,0,0,0,0,0
69,0,0,0,0,1,0,0,0,0,0,58,0,0,0,0,0,0,1,0,0,0,0,44,83.4,52,67,0,0,0,0,29,67,0,0,0,0,0,52,13.25,18.22,561.494,3823.194,17.65,64.5,5.95,1,0,0,0,0,0,0
103,0,1,0,0,0,0,0,1.384615385,28,28,0,67,31,0,0,0,0,0,1,0,0,98,88,98.77,88,7,86,0,0,87,0,89,0,0,0,0,0,136,100,232.128,132.235,65530.537,15.84,75.49,3.459,1,0,0,0,0,0,0
104,0,0,0,1,0,0,0,3.5,0,0,117,71,0,0,0,0,0,1,0,0,0,117,0,82.56,0,0,0,0,0,118,0,120,0,0,134,25,163,131,93.576,376.232,108.094,35044.67,12.9,80.1,24.997,0,1,0,0,0,0,0
34,0,0,0,1,0,0,0,1.2,51,0,47,1,0,0,0,0,0,1,0,0,48,47,48,79.6,0,0,0,0,51,48,0,50,0,0,64,0,93,61,93.576,376.232,108.094,35044.67,12.9,80.1,24.997,0,0,0,0,1,0,0
77,1,0,0,0,0,0,0,1.285714286,0,0,0,0,78,0,0,1,0,0,0,0,0,79,0,78.01,78,0,89,0,0,0,0,88,0,0,0,43,0,61,42.484,104.7,325.721,1390.3,2.42,54.7,3.823,0,0,1,0,0,0,0
3,0,0,0,1,0,0,0,0,0,4,0,0,4,1,0,0,0,0,0,0,0,12,12,76.65,4,0,4,0,4,0,0,15,0,0,0,0,0,0,48.116,207.973,197.0668846,21655.2437,13.67,79.07,16.17296,0,0,0,0,1,0,0
35,0,1,0,0,0,0,0,8,0,0,0,0,6,1,0,0,0,0,0,0,0,64,0,90.67,0,0,19,0,0,0,15,35,23,0,36,0,0,36,55.985,145.725,342.864,11188.744,6.32,71.72,8.372,0,0,0,0,0,1,0
4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.48,0,0,0,0,0,0,0,0,0,0,42,0,0,42,65.764,112.371,127.842,27936.896,9.85,82.05,36.426,0,1,0,0,0,0,0
68,0,1,0,0,0,0,0,1,0,0,0,0,23,0,0,0,1,0,0,0,44,62,44,64.94,0,4,46,0,0,0,44,44,69,0,69,0,0,56,88.758,594.561,266.591,13367.565,12.71,78.93,13.944,0,0,1,0,0,0,0
53,1,0,0,0,0,0,0,3,24,0,0,0,0,0,0,1,0,0,0,0,19,54,0,86.1,55,0,52,0,19,42,0,54,52,0,0,54,0,100,34.936,23.258,431.388,4466.507,15.67,65.31,5.582,0,0,0,1,0,0,0
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,93.43,5,3,0,0,0,0,0,16,5,0,0,16,0,5,30.852,81.721,202.104,5591.597,4.61,67.13,8.852,0,0,0,1,0,0,0
37,0,0,0,1,0,0,0,1.5,39,0,0,0,36,0,0,0,0,0,0,1,39,39,39,75.71,0,7,8,0,0,21,0,39,0,0,39,0,0,55,56.192,398.448,430.548,1653.173,6.65,64,7.754,0,0,0,0,1,0,0
41,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,91.38,24,0,0,0,0,0,0,0,0,0,0,0,41,48,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,1,0,0,0,0,0,0
13,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,44.7,19,0,0,0,0,0,0,3,19,0,0,0,0,40,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,0,0,0,1,0,0
123,0,0,1,0,0,0,0,1,0,0,101,0,0,0,0,0,0,0,1,0,0,0,0,60.55,0,103,0,0,0,0,0,0,0,25,0,0,0,114,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,1,0,0,0,0,0,0
104,0,1,0,0,0,0,0,1,58,0,0,0,0,1,0,0,0,0,0,0,76,87,65,75.41,0,0,0,0,77,73,0,100,105,0,105,0,107,100,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,1,0,0,0,0,0,0
59,0,0,1,0,0,0,0,3,27,2,0,0,0,0,1,0,0,0,0,0,0,11,2,23.14,0,0,2,0,2,0,2,22,0,0,61,0,0,16,74.587,8.823,431.297,24765.954,6.18,72.58,23.571,0,0,0,1,0,0,0
46,0,0,0,0,0,1,0,5,31,32,26,28,0,0,0,0,0,0,0,1,0,35,32,64.49,0,0,35,0,32,28,0,40,0,0,47,0,0,88,91.991,16.177,191.032,18933.907,6.89,76.67,18.639,0,1,0,0,0,0,0
77,0,0,1,0,0,0,62,1,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,43.64,0,0,0,0,0,0,67,66,0,7,0,7,0,74,91.223,231.447,128.275,94277.965,4.42,82.25,24.154,1,0,0,0,0,0,0
4,1,0,0,0,0,0,0,657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,42.248,143.366,280.033,1429.813,6.15,61.04,4.364,0,0,0,0,1,0,0
191,0,1,0,0,0,0,0,2,62,62,0,91,51,0,0,0,0,1,0,0,0,25,171,78.91,0,0,0,0,62,62,0,171,0,102,0,0,107,178,60.308,147.674,261.899,15308.712,9.74,76.91,16.57,0,0,0,1,0,0,0
96,1,0,0,0,0,0,0,1,0,0,0,0,97,1,0,0,0,0,0,0,0,0,0,75.49,97,0,108,0,0,0,0,107,0,0,0,0,0,80,42.484,104.7,325.721,1390.3,2.42,54.7,3.823,0,0,0,0,1,0,0
11,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.59,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18.585,341.955,197.093,11669.077,10.68,76.98,15.4,0,0,0,1,0,0,0
94,0,1,0,0,0,0,0,12,0,0,34,3,0,0,0,0,0,0,1,0,0,48,0,61.91,0,0,0,0,0,0,0,0,95,0,95,0,16,75,91.698,347.778,79.37,39002.223,5.72,84.63,45.542,0,0,0,0,0,1,0
68,0,0,1,0,0,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,65.61,40,26,0,0,0,76,0,72,0,0,0,7,14,69,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,0,0,0,1,0,0
84,0,0,0,1,0,0,0,3,67,0,0,60,0,1,0,0,0,0,0,0,8,68,0,77.02,65,6,68,0,0,0,6,68,75,0,0,63,0,85,81.828,222.873,266.653,14600.861,8.2,74.08,11.4,0,0,0,0,1,0,0
124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,121,0,75.12,0,0,124,0,0,0,0,0,0,0,117,0,0,123,45.554,23.5,365.769,5443.837132,6.05,57.4,4.227,0,0,0,1,0,0,0
60,0,1,0,0,0,0,0,2,39,30,0,0,0,0,0,0,0,0,0,1,0,36,40,51.27,15,0,0,0,36,39,0,40,0,0,0,0,0,47,60.308,147.674,261.899,15308.712,9.74,76.91,16.57,1,0,0,0,0,0,0
82,0,1,0,0,0,0,0,1,0,0,0,79,77,0,0,0,0,1,0,0,26,0,79,57.59,0,26,82,0,0,79,0,86,0,36,0,0,0,82,57.54,6.681,466.792,24055.588,9.59,73.6,11.616,1,0,0,0,0,0,0
90,0,1,0,0,0,0,0,0,77,0,67,44,0,0,0,1,0,0,0,0,0,0,0,60.11,4,40,0,32,0,0,71,89,0,0,0,0,0,4,75.391,49.831,270.308,19082.62,9.59,76.68,8.622,0,0,0,0,0,1,0
126,0,1,0,0,0,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,88,0,85.72,0,78,0,0,0,0,0,0,79,0,79,0,0,69,23.805,90.672,270.892,3645.07,4,69.82,6.797,0,0,1,0,0,0,0
61,1,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,1,58,62,57,80.09,0,0,0,0,36,0,62,57,62,0,62,0,69,55,51.615,49.127,272.509,752.788,2.42,64.1,4.813,0,0,0,0,0,1,0
123,0,1,0,0,0,0,0,1,118,0,0,102,117,1,0,0,0,0,0,0,71,127,118,90.02,20,82,11,0,0,118,0,145,131,0,0,0,0,0,36.591,32.333,436.362,3393.474,7.11,71.45,7.371,0,0,1,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,41.85,0,0,81,0,0,0,58,0,11,0,11,69,0,11,28.585,73.562,405.126,2851.153,3.94,54.33,7.153,0,0,0,1,0,0,0
136,0,1,0,0,0,0,0,3,0,0,72,0,0,0,0,0,1,0,0,0,0,96,77,94.05,0,79,79,0,0,0,56,88,0,60,0,0,0,93,86.789,112.442,317.84,67293.483,17.26,77.97,1.67,1,0,0,0,0,0,0
29,1,0,0,0,0,0,2,1,0,0,24,0,0,0,0,0,0,0,1,0,0,41,0,66.39,0,0,0,0,0,0,0,44,0,0,26,44,30,30,17.174,197.519,227.349,1095.042,3.94,64.26,4.762,0,0,0,1,0,0,0
17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.805,90.672,270.892,3645.07,4,69.82,6.797,1,0,0,0,0,0,0
8,0,0,1,0,0,0,0,1.166666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.08,9,0,0,0,0,0,0,0,0,0,0,0,0,5,91.223,231.447,128.275,94277.965,4.42,82.25,24.154,0,0,0,0,1,0,0
2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,73.72,3,0,0,0,0,0,0,0,3,0,0,0,0,0,68.059,55.133,128.346,22267.037,8.33,78.51,12.948,0,1,0,0,0,0,0
90,0,1,0,0,0,0,0,1,83,0,0,0,0,1,0,0,0,0,0,0,70,99,67,86.42,91,40,0,0,0,77,0,102,91,0,0,0,85,91,30.852,81.721,202.104,5591.597,4.61,67.13,8.852,1,0,0,0,0,0,0
9,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.75,0,0,0,0,0,0,0,0,0,0,10,0,0,0,77.376,237.016,156.139,45229.245,8.31,81.33,37.41,0,0,0,0,1,0,0
100,0,1,0,0,0,0,0,2,51,51,14,0,0,0,0,0,1,0,0,0,0,51,0,86.02,31,16,50,0,0,0,20,55,0,0,0,0,0,55,18.585,341.955,197.093,11669.077,10.68,76.98,15.4,0,0,0,0,0,1,0
128,0,1,0,0,0,0,89,0,0,0,103,0,0,0,1,0,0,0,0,0,0,0,0,82.84,129,0,0,0,0,0,0,0,0,0,0,0,0,128,30.947,87.176,335.346,6570.102,6.86,69.5,5.453,0,0,0,1,0,0,0
57,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.71,0,0,0,0,0,0,0,0,21,0,58,0,58,0,13.366,423.062,293.068,702.225,6.05,61.58,4.066,0,0,1,0,0,0,0
122,0,0,0,1,0,0,0,1.666666667,110,35,72,72,0,0,0,0,0,1,0,0,0,121,0,76.91,123,59,84,0,0,0,34,120,123,0,0,120,0,109,68.059,55.133,128.346,22267.037,8.33,78.51,12.948,0,0,0,0,0,1,0
44,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,16,27,5,53.78,0,0,0,0,17,13,0,40,45,0,45,0,47,40,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,0,0,1,0,0,0,0
81,0,0,0,0,0,1,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.78,36,0,0,0,0,0,0,0,0,0,0,50,78,82,0,0,187.3239167,13840.78525,5.55,81.44,13.46325,0,0,1,0,0,0,0
83,0,1,0,0,0,0,0,1.5,34,34,0,0,0,1,0,0,0,0,0,0,0,34,0,87.5,14,0,33,0,36,0,3,38,0,0,0,0,0,38,18.585,341.955,197.093,11669.077,10.68,76.98,15.4,0,0,0,1,0,0,0
67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89.67,90,0,0,0,0,0,0,19,0,0,0,5,90,90,100,7915.731,92.243,85535.383,10.99,83.62,19.971,0,0,0,1,0,0,0
