Days since first case,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,e1_2_action,Number of Tweet,c7_2_action,c6_3_action,e2_2_action,e1_1_action,e2_1_action,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,c6_2_action,c1_3_action,c4_4_action,temperature,h2_2_action,c2_2_action,c8_4_action,c4_1_action,c2_3_action,c5_2_action,c5_1_action,c3_2_action,h3_1_action,h2_3_action,h2_1_action,c4_3_action,c8_3_action,h1_2_action,urbanPopulation,population_density,cvd_death_rate,gdp_per_capita,diabetes_prevalence,life_expectancy,aged_65_older_sum,clear-day,clear-night,cloudy,partly-cloudy-day,partly-cloudy-night,rain,wind-fog-snow
116,0,1,0,0,0,0,0,63,67,0,86,67,0,1,0,0,0,0,0,0,22,74,68,106.8,0,36,0,0,0,67,0,73,0,47,0,0,8,82,34.472,450.419,282.28,6426.674,10.39,69.66,9.403,1,0,0,0,0,0,0
31,1,0,0,0,0,0,4,1,0,0,26,0,0,1,0,0,0,0,0,0,0,43,0,60.89,0,0,0,0,0,0,0,46,0,0,28,46,32,32,17.174,197.519,227.349,1095.042,3.94,64.26,4.762,1,0,0,0,0,0,0
89,0,1,0,0,0,0,0,8,68,59,0,0,0,1,0,0,0,0,0,0,0,65,69,66.38,44,0,0,0,65,0,0,69,0,0,0,0,5,76,60.308,147.674,261.899,15308.712,9.74,76.91,16.57,0,0,1,0,0,0,0
71,1,0,0,0,0,0,0,1,58,0,0,40,47,0,0,0,0,0,0,1,46,59,0,81.71,0,59,59,0,0,0,0,63,0,0,72,0,0,63,42.248,143.366,280.033,1429.813,6.15,61.04,4.364,0,0,1,0,0,0,0
13,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,81.85,0,0,0,0,0,0,0,0,14,0,14,15,26,14,23.279,11.833,280.995,1768.153,6.1,54.24,3.932,0,0,1,0,0,0,0
39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,83.37,0,0,39,0,0,0,0,38,0,0,32,38,0,38,45.554,23.5,365.769,5443.837132,6.05,57.4,4.227,0,0,1,0,0,0,0
125,0,1,0,0,0,0,99,2,0,0,0,0,0,0,0,0,0,0,1,0,0,117,105,103.06,0,110,0,0,0,112,0,105,0,53,0,0,20,99,99.188,227.322,176.69,116935.6,16.52,80.23,1.924,0,0,0,1,0,0,0
73,0,1,0,0,0,0,0,0,0,0,66,37,0,0,0,0,0,0,1,0,0,0,0,87.74,0,0,0,0,0,0,0,69,0,0,82,0,6,69,35.645,29.715,368.111,6397.36,4,67.92,6.351,0,0,0,1,0,0,0
136,0,1,0,0,0,0,0,0,123,0,113,90,0,0,0,0,0,0,0,1,0,0,0,78.76,50,86,0,0,0,0,117,0,0,0,0,0,0,50,75.391,49.831,270.308,19082.62,9.59,76.68,8.622,0,0,0,1,0,0,0
86,0,0,0,1,0,0,0,1,88,0,0,13,85,0,0,0,0,0,0,1,88,88,0,77.24,0,0,57,0,0,0,13,88,13,0,88,13,0,104,56.192,398.448,430.548,1653.173,6.65,64,7.754,0,0,0,0,0,1,0
9,1,0,0,0,0,0,0,1.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57.25,0,0,0,8,0,0,0,8,10,0,10,0,1,8,21.225,104.957,182.634,1729.927,7.47,66.6,5.589,0,0,0,0,0,1,0
12,0,1,0,0,0,0,0,1,7,7,0,0,6,0,1,0,0,0,0,0,0,16,7,50.62,0,0,70,0,7,7,0,34,20,0,56,0,0,64,36.591,32.333,436.362,3393.474,7.11,71.45,7.371,1,0,0,0,0,0,0
128,0,1,0,0,0,0,102,2,0,0,0,0,0,0,1,0,0,0,0,0,0,120,108,96.81,0,113,0,0,0,115,0,108,0,56,0,0,23,102,99.188,227.322,176.69,116935.6,16.52,80.23,1.924,1,0,0,0,0,0,0
19,0,0,0,1,0,0,0,1,36,0,32,0,0,0,0,0,1,0,0,0,33,32,33,78.55,0,0,0,0,36,33,0,35,0,0,49,0,78,46,93.576,376.232,108.094,35044.67,12.9,80.1,24.997,0,1,0,0,0,0,0
115,1,0,0,0,0,0,0,1,0,0,0,94,0,0,0,0,1,0,0,0,0,133,0,71.2,0,84,63,0,0,63,0,137,0,0,45,137,0,116,19.899,0,280.775,1569.888,10.43,57.85,5.473,0,0,0,0,0,1,0
139,0,0,1,0,0,0,129,2.444444444,0,0,89,0,0,0,0,1,0,0,0,0,0,0,0,59.36,0,120,0,0,0,0,128,0,0,65,0,0,52,140,87.994,136.52,114.767,46682.515,6.41,80.9,32.002,0,0,1,0,0,0,0
35,0,0,1,0,0,0,20,1,22,0,20,0,0,0,0,0,0,0,0,1,20,21,24,38.14,0,0,0,0,21,0,25,24,0,0,25,0,0,32,91.223,231.447,128.275,94277.965,4.42,82.25,24.154,0,1,0,0,0,0,0
17,0,0,1,0,0,0,0,6,0,0,0,4,0,0,0,1,0,0,0,0,0,6,4,42.51,23,0,0,0,0,0,0,7,23,0,0,0,0,44,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,0,1,0,0,0,0
131,0,0,0,0,0,1,0,1,123,0,0,113,0,0,1,0,0,0,0,0,28,132,127,37.73,0,26,113,0,0,128,0,132,0,0,106,0,0,131,69.773,10.202,204.299,6885.829,6.89,71.51,11.097,0,0,0,0,1,0,0
109,0,0,1,0,0,0,59,3,58,0,59,0,0,0,0,1,0,0,0,0,0,0,75,45.15,3,3,0,0,0,0,59,75,0,0,0,0,58,111,80.709,122.578,86.06,38605.671,4.77,82.66,32.797,0,0,1,0,0,0,0
19,0,1,0,0,0,0,0,1,14,14,0,0,13,0,1,0,0,0,0,0,0,23,14,56.41,0,0,77,0,14,14,0,41,27,0,63,0,0,71,36.591,32.333,436.362,3393.474,7.11,71.45,7.371,1,0,0,0,0,0,0
35,0,0,0,0,0,1,0,17,18,0,26,5,0,0,0,0,0,0,1,0,18,27,0,52.54,72,0,18,0,18,0,18,31,0,0,0,26,0,82,81.104,44.223,124.24,13254.949,7.44,77.29,11.958,0,0,1,0,0,0,0
143,0,0,1,0,0,0,102,1,0,0,131,0,0,0,0,0,0,0,0,1,0,0,0,68.82,0,0,0,0,0,0,133,0,0,0,150,0,84,150,71.644,108.043,278.296,26777.561,7.55,76.88,30.553,1,0,0,0,0,0,0
149,1,0,0,0,0,0,0,2.666666667,15,0,51,0,0,0,0,0,0,1,0,0,92,135,0,73.1,0,92,130,0,0,0,0,137,0,0,125,92,0,102,73.189,17.348,278.364,13913.839,6.73,76.88,10.068,0,0,0,1,0,0,0
48,0,0,1,0,0,0,26,1.5,22,0,26,0,0,0,0,0,0,0,1,0,22,37,35,46.42,0,0,0,0,23,23,0,38,54,0,26,0,0,75,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,0,0,0,1,0,0
110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,0,74.74,0,80,0,0,0,0,0,119,0,0,101,118,162,111,54.821,0,376.264,22938.02011,9.59,72.7,10.59791111,1,0,0,0,0,0,0
3,0,1,0,0,0,0,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.35,26,0,0,0,0,0,0,0,0,0,0,0,26,26,100,7915.731,92.243,85535.383,10.99,83.62,19.971,0,0,0,1,0,0,0
93,0,0,1,0,0,0,52,2.636363636,0,0,81,0,0,0,0,0,0,0,1,0,0,0,0,59.89,0,83,0,88,0,0,83,88,0,0,100,0,34,100,71.644,108.043,278.296,26777.561,7.55,76.88,30.553,0,0,0,1,0,0,0
45,0,0,1,0,0,0,7,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,42.64,0,0,0,0,0,0,0,0,0,0,46,0,0,9,87.708,24.718,133.982,46949.283,4.79,82.8,33.418,0,0,1,0,0,0,0
127,0,1,0,0,0,0,0,3.2,0,0,0,71,71,0,0,0,0,1,0,0,0,124,4,76.79,94,68,108,0,0,0,0,125,0,0,0,0,0,157,59.039,65.032,496.218,9745.079,7.11,73.77,25.108,1,0,0,0,0,0,0
42,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,51.69,0,0,0,0,0,0,0,11,0,25,0,0,28,31,81.43,527.967,85.998,35938.374,6.8,83.03,22.536,0,0,0,1,0,0,0
7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.96,8,0,0,6,0,0,0,9,8,0,0,0,0,2,73.849,214.243,99.739,57410.166,5.59,83.78,31.08,0,0,1,0,0,0,0
118,0,0,0,1,0,0,80,20,88,0,0,0,80,0,0,0,0,0,0,1,92,102,86,65.18,0,0,0,0,88,0,90,95,146,93,0,0,105,91,82.459,35.608,151.089,54225.446,10.79,78.86,25.145,0,1,0,0,0,0,0
170,0,0,1,0,0,0,125,2,0,0,0,0,44,0,0,0,0,0,1,0,0,0,0,64.57,10,0,0,0,0,0,0,0,142,0,0,0,66,143,85.446,18.136,153.507,40585.721,5.76,81.91,34.492,1,0,0,0,0,0,0
39,0,0,0,1,0,0,35,0,25,0,0,0,0,0,1,0,0,0,0,0,25,40,25,68.58,0,0,82,0,25,41,0,25,0,0,91,0,0,98,100,1308.82,139.547,50669.315,13,82.59,16.17296,0,0,0,0,0,1,0
91,0,1,0,0,0,0,0,1,0,0,66,0,0,1,0,0,0,0,0,0,0,85,0,87.95,100,0,0,0,0,0,9,80,137,0,0,9,70,140,37.405,1265.036,298.003,3523.984,8.38,72.59,8.36,0,0,0,1,0,0,0
86,0,0,0,0,1,0,0,0,88,0,81,80,0,0,0,0,0,0,0,1,88,88,0,73.57,0,31,78,0,0,0,0,91,0,59,0,88,0,145,56.75,49.562,412.82,8702.975,14.49,67.44,9.508,0,0,1,0,0,0,0
82,0,1,0,0,0,0,0,1.6,73,0,57,0,0,0,0,0,0,0,1,0,51,76,73,86.32,91,0,0,0,14,73,0,71,128,0,0,0,61,131,37.405,1265.036,298.003,3523.984,8.38,72.59,8.36,1,0,0,0,0,0,0
129,0,0,0,0,0,1,0,50,110,0,0,94,110,0,0,0,0,0,1,0,61,115,70,61.86,41,0,100,0,2,106,0,115,0,0,0,0,0,125,86.824,25.04,177.961,14103.452,8.11,75.88,13.612,0,1,0,0,0,0,0
49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,93.41,0,1,0,0,0,0,0,11,2,0,2,0,5,0,23.805,90.672,270.892,3645.07,4,69.82,6.797,0,0,0,1,0,0,0
20,0,0,0,1,0,0,0,1,22,0,0,0,19,0,0,0,1,0,0,0,22,22,22,76.27,0,0,0,0,22,4,0,22,0,0,22,0,66,38,56.192,398.448,430.548,1653.173,6.65,64,7.754,0,0,0,0,1,0,0
39,1,0,0,0,0,0,0,1,43,17,0,0,0,0,0,0,0,0,0,1,0,50,51,67.51,0,0,84,0,18,43,0,51,40,0,40,0,0,40,80.393,3.623,341.862,17881.509,10.43,72.91,7.24,1,0,0,0,0,0,0
33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,68.66,0,0,0,0,0,0,25,34,0,0,34,34,0,34,36.528,37.728,329.942,1136.103,3.3,60.85,5.028,1,0,0,0,0,0,0
17,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,53.58,0,4,0,0,0,0,2,16,0,0,0,0,2,20,79.388,83.479,175.695,24574.382,4.55,82.24,34.92,0,0,0,1,0,0,0
61,0,0,0,0,1,0,0,0,63,0,56,55,0,0,0,1,0,0,0,0,63,63,0,74.62,0,6,53,0,0,0,0,66,0,34,0,63,0,120,56.75,49.562,412.82,8702.975,14.49,67.44,9.508,0,0,1,0,0,0,0
117,0,0,1,0,0,0,100,1,0,0,0,0,89,0,0,1,0,0,0,0,0,0,0,65.18,24,45,0,0,0,0,0,107,0,0,0,105,98,108,91.876,508.544,109.361,48472.545,5.29,82.28,30.66,0,0,0,1,0,0,0
15,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.83,0,0,0,0,0,0,0,0,0,0,0,0,0,17,80.709,122.578,86.06,38605.671,4.77,82.66,32.797,0,0,1,0,0,0,0
30,0,0,1,0,0,0,8,6,0,0,0,0,9,0,0,0,0,1,0,0,0,15,11,31.1,0,0,0,0,11,0,0,32,31,0,21,0,15,25,73.849,214.243,99.739,57410.166,5.59,83.78,31.08,0,0,0,0,1,0,0
128,0,1,0,0,0,0,50,2.5,56,0,50,0,0,0,0,1,0,0,0,0,0,64,0,95.73,20,18,57,0,0,0,48,72,0,0,0,66,0,76,50.692,135.132,109.861,16277.671,7.04,77.15,18.263,0,0,1,0,0,0,0
124,1,0,0,0,0,0,0,1,0,0,0,125,0,0,0,0,0,0,1,0,0,115,0,70.2,0,0,0,0,0,0,0,115,94,0,93,115,0,125,41.77,7.479,435.727,661.24,6.1,53.28,5.906,0,0,0,0,0,1,0
1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54.49,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42.73,97.999,525.432,10550.206,17.31,71.99,8.05,0,0,0,1,0,0,0
79,1,0,0,0,0,0,0,0,70,0,0,0,71,0,1,0,0,0,0,0,70,75,79,69.01,0,0,0,0,70,75,0,79,79,0,79,0,77,80,35.771,44.304,311.11,1510.459,6.05,66.32,5.778,1,0,0,0,0,0,0
23,1,0,0,0,0,0,0,1,18,0,0,0,21,0,1,0,0,0,0,0,18,23,0,65.98,0,0,18,0,18,18,0,31,0,18,0,0,0,24,17.313,494.869,191.375,1854.211,4.28,69.02,4.616,0,0,1,0,0,0,0
33,1,0,0,0,0,0,0,1.333333333,34,0,0,28,28,0,1,0,0,0,0,0,0,41,0,80.56,0,35,0,0,0,0,0,35,0,0,0,35,34,34,43.136,15.196,268.024,2014.306,2.42,59.31,4.005,0,0,0,0,1,0,0
68,0,1,0,0,0,0,0,1,24,0,0,20,65,0,0,1,0,0,0,0,0,0,0,88.87,0,75,0,0,0,36,0,82,69,0,69,19,8,69,27.309,64.281,427.698,2896.913,7.11,71.1,5.621,1,0,0,0,0,0,0
127,0,0,1,0,0,0,0,1,0,0,105,0,0,0,0,1,0,0,0,0,0,0,0,56.26,0,107,0,0,0,0,0,0,0,29,0,0,0,118,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,1,0,0,0,0,0,0
104,0,0,1,0,0,0,0,2,72,47,45,15,0,0,0,0,0,1,0,0,0,56,47,47.32,0,4,47,0,0,0,47,67,0,40,0,0,0,61,74.587,8.823,431.297,24765.954,6.18,72.58,23.571,0,0,0,1,0,0,0
80,0,0,0,0,0,1,0,3.5,65,0,67,50,0,0,0,1,0,0,0,0,65,69,0,51.2,63,0,67,0,65,67,0,69,65,0,0,65,0,69,63.986,66.939,140.448,10581.936,5.55,77.01,11.562,0,1,0,0,0,0,0
9,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56.63,0,0,0,0,0,0,0,0,10,0,10,0,0,0,91.698,347.778,79.37,39002.223,5.72,84.63,45.542,0,0,1,0,0,0,0
143,0,1,0,0,0,0,106,657,103,0,121,0,0,0,1,0,0,0,0,0,87,0,0,71.85,0,0,125,0,0,0,121,133,10,0,174,9,0,170,92.501,402.606,93.32,33132.32,6.74,82.97,19.092,1,0,0,0,0,0,0
26,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,12,0,51.18,0,1,7,0,0,1,0,14,0,0,2,0,0,0,73.189,17.348,278.364,13913.839,6.73,76.88,10.068,0,0,0,0,1,0,0
9,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,13,12,6,55.76,0,0,0,0,6,17,0,13,0,0,10,0,0,10,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,0,0,0,1,0,0
96,0,1,0,0,0,0,0,99,47,0,66,47,0,0,1,0,0,0,0,0,2,54,48,88.16,0,16,45,0,0,47,0,53,0,27,0,0,0,62,34.472,450.419,282.28,6426.674,10.39,69.66,9.403,0,0,0,1,0,0,0
67,0,0,0,0,0,1,0,1,60,36,44,45,0,0,0,0,1,0,0,0,0,66,55,51.27,56,0,52,0,63,0,36,66,56,0,0,0,0,53,61.879,17.144,199.128,8827.01,8.27,74.25,10.211,0,1,0,0,0,0,0
89,0,0,0,0,1,0,0,2,36,0,30,43,0,0,0,0,1,0,0,0,22,0,26,64.48,0,32,35,0,0,0,0,37,32,0,90,0,0,90,86.124,3.202,107.791,44648.71,5.07,83.44,25.633,1,0,0,0,0,0,0
7,0,0,1,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.02,13,0,0,0,0,0,0,0,13,0,0,0,0,34,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,0,0,0,1,0,0
81,1,0,0,0,0,0,0,1,52,0,0,0,0,0,1,0,0,0,0,0,0,55,0,71.86,0,16,58,0,0,0,16,61,0,0,82,16,0,82,51.157,209.588,181.013,5338.454,2.42,54.69,4.198,0,0,1,0,0,0,0
14,0,1,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,23,0,94.72,15,13,0,0,0,1,0,26,15,0,0,26,9,15,30.852,81.721,202.104,5591.597,4.61,67.13,8.852,0,0,0,1,0,0,0
46,1,0,0,0,0,0,0,1,37,0,4,27,0,0,0,0,0,0,1,0,30,34,0,59.44,48,0,30,0,30,30,0,36,0,0,0,36,0,37,62.994,80.08,419.146,7485.013,7.14,76.68,10.978,0,0,0,0,1,0,0
61,0,1,0,0,0,0,0,95,17,14,0,0,0,0,1,0,0,0,0,0,0,22,14,92.71,44,0,10,0,14,17,0,17,0,0,0,0,0,68,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,1,0,0,0,0,0,0
23,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,60.57,0,11,1,0,0,0,0,0,24,0,24,0,0,11,88.758,594.561,266.591,13367.565,12.71,78.93,13.944,1,0,0,0,0,0,0
137,0,0,1,0,0,0,0,4,0,0,15,92,0,0,1,0,0,0,0,0,0,115,0,63.45,112,32,0,0,0,0,0,115,0,0,0,0,0,138,70.736,205.859,113.151,35220.084,4.78,83.51,39.261,0,0,0,1,0,0,0
106,0,0,0,0,1,0,0,0,0,0,0,78,0,0,0,0,0,1,0,0,0,110,0,86.97,0,55,0,0,0,0,67,106,0,58,0,37,0,107,94.859,304.128,310.496,23315.1805,21.52,80.07,15.044,1,0,0,0,0,0,0
161,0,1,0,0,0,0,0,78,0,25,0,88,7,0,0,0,1,0,0,0,0,122,114,92.44,0,42,0,0,0,0,42,117,0,7,0,0,3,168,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,0,0,1,0,0,0,0
74,1,0,0,0,0,0,0,3,0,0,0,33,0,1,0,0,0,0,0,0,0,0,71,91.34,0,16,76,0,0,0,0,0,0,50,0,0,0,75,77.915,41.285,258.037,2705.406,6.05,67.11,6.593,0,0,1,0,0,0,0
113,0,1,0,0,0,0,74,0,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,83.46,114,0,0,0,0,0,0,0,0,0,0,0,0,113,30.947,87.176,335.346,6570.102,6.86,69.5,5.453,0,0,0,1,0,0,0
39,0,0,1,0,0,0,0,1.222222222,17,0,27,0,0,1,0,0,0,0,0,0,18,34,0,54.41,0,29,29,34,0,0,29,34,0,0,46,0,0,46,71.644,108.043,278.296,26777.561,7.55,76.88,30.553,0,0,0,1,0,0,0
63,0,0,0,1,0,0,18,0,19,0,0,0,58,0,0,0,0,1,0,0,47,63,46,78.15,0,0,54,0,47,0,48,56,0,0,15,0,0,104,53.187,266.886,228.467,28763.071,10.97,73.51,15.833,0,0,0,0,1,0,0
25,1,0,0,0,0,0,0,1,0,0,0,26,14,0,1,0,0,0,0,0,23,27,0,79.87,0,0,28,0,26,0,26,26,25,0,28,23,0,20,40.766,622.962,224.644,20292.745,22.02,74.99,16.829,1,0,0,0,0,0,0
102,1,0,0,0,0,0,0,1.581699346,89,0,0,93,93,0,0,0,1,0,0,0,99,102,99,76.19,0,0,95,0,0,0,0,99,0,0,38,0,0,103,54.507,4.289,232.347,3597.633,2.42,64.92,4.93,0,1,0,0,0,0,0
104,0,0,1,0,0,0,82,1,0,0,73,0,0,0,0,1,0,0,0,0,0,92,0,68.83,44,91,82,0,0,0,0,95,72,0,0,0,0,107,54.084,85.129,370.946,23313.199,9.74,76.05,29.54,0,0,1,0,0,0,0
7,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.16,0,0,0,0,0,0,0,0,8,0,8,0,0,0,81.482,4.037,105.599,44017.591,7.37,82.43,27.781,0,0,0,0,1,0,0
34,0,0,1,0,0,0,17,17,0,0,0,0,6,0,0,0,1,0,0,0,11,18,0,37.24,0,0,0,0,19,0,3,24,22,0,67,22,15,25,91.876,508.544,109.361,48472.545,5.29,82.28,30.66,0,1,0,0,0,0,0
89,0,0,1,0,0,0,67,1,0,0,0,0,68,1,0,0,0,0,0,0,0,0,70,46.96,15,29,0,0,0,0,0,91,0,0,0,0,74,84,73.849,214.243,99.739,57410.166,5.59,83.78,31.08,1,0,0,0,0,0,0
87,0,0,1,0,0,0,65,2,56,0,56,0,0,0,0,0,0,0,0,1,0,75,64,56.8,27,74,65,0,0,0,0,78,55,0,0,0,0,90,54.084,85.129,370.946,23313.199,9.74,76.05,29.54,0,0,0,1,0,0,0
90,0,0,1,0,0,0,45,15,0,0,32,0,0,0,0,0,0,1,0,0,49,54,33,51.55,0,0,46,0,33,0,49,53,68,0,21,0,0,92,80.565,93.105,99.403,34272.36,7.17,83.56,33.235,0,0,1,0,0,0,0
89,0,1,0,0,0,0,40,3,68,0,0,0,40,0,0,0,0,0,0,1,0,71,69,90.01,114,55,68,0,0,67,0,69,0,0,0,0,0,126,85.443,14.98,266.342,37960.709,12.61,77.86,3.885,1,0,0,0,0,0,0
122,0,0,0,1,0,0,0,0,0,0,11,123,0,0,0,0,0,1,0,0,0,127,0,78.04,0,54,123,0,0,0,0,131,0,0,122,44,0,123,45.866,16.426,176.957,7824.362,17.11,74.62,6.132,0,0,0,0,1,0,0
85,0,1,0,0,0,0,0,1,0,0,0,82,80,1,0,0,0,0,0,0,29,0,82,75.93,0,29,85,0,0,82,0,89,0,39,0,0,0,85,57.54,6.681,466.792,24055.588,9.59,73.6,11.616,1,0,0,0,0,0,0
71,1,0,0,0,0,0,0,1,0,0,0,66,66,0,0,0,0,1,0,0,0,0,0,79.91,0,0,36,0,0,0,0,73,0,0,36,73,0,72,43.136,15.196,268.024,2014.306,2.42,59.31,4.005,0,0,0,0,1,0,0
60,1,0,0,0,0,0,0,1.428571429,49,0,0,0,36,0,0,1,0,0,0,0,0,50,36,62.43,0,50,0,0,0,45,0,59,61,0,61,0,52,59,21.225,104.957,182.634,1729.927,7.47,66.6,5.589,1,0,0,0,0,0,0
13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.22,0,0,0,0,0,0,0,1,0,0,1,0,0,1,69.051,31.033,255.569,29481.252,4.02,78.74,32.943,0,0,0,0,0,1,0
23,0,0,1,0,0,0,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30.45,0,3,10,0,0,0,0,14,9,0,24,13,0,14,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,1,0,0,0,0,0,0
120,0,1,0,0,0,0,0,657,0,0,0,0,91,0,1,0,0,0,0,0,82,0,85,90.61,0,23,0,0,0,0,0,120,108,0,121,0,0,121,55.985,145.725,342.864,11188.744,6.32,71.72,8.372,1,0,0,0,0,0,0
157,0,0,1,0,0,0,112,2,0,0,0,0,31,0,0,0,0,0,0,1,0,0,0,57.18,0,0,0,0,0,0,0,0,129,0,131,0,53,130,85.446,18.136,153.507,40585.721,5.76,81.91,34.492,0,0,0,0,0,1,0
26,0,0,0,0,1,0,0,1.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74.95,0,0,0,0,0,0,0,0,0,0,27,0,20,27,86.124,3.202,107.791,44648.71,5.07,83.44,25.633,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,81.43,527.967,85.998,35938.374,6.8,83.03,22.536,1,0,0,0,0,0,0
95,0,1,0,0,0,0,0,1,43,0,29,24,0,0,0,1,0,0,0,0,0,43,0,90,0,0,0,0,43,0,0,43,0,22,0,0,91,96,76.607,96.254,260.942,26808.164,16.74,76.16,9.7,0,0,1,0,0,0,0
88,1,0,0,0,0,0,0,1,0,0,0,83,83,1,0,0,0,0,0,0,0,0,0,80.42,0,0,53,0,0,0,0,90,0,0,53,90,0,89,43.136,15.196,268.024,2014.306,2.42,59.31,4.005,0,1,0,0,0,0,0
55,0,0,1,0,0,0,0,2,0,0,39,46,0,1,0,0,0,0,0,0,40,43,40,50.96,0,0,0,0,40,0,40,40,18,18,0,0,49,93,65.764,112.371,127.842,27936.896,9.85,82.05,36.426,0,0,0,0,1,0,0
54,0,1,0,0,0,0,0,7,29,0,0,13,6,0,1,0,0,0,0,0,30,55,40,80.91,11,7,32,0,0,30,0,40,89,0,0,0,0,70,36.907,255.573,423.031,5034.708,8.35,67.27,7.275,0,0,0,1,0,0,0
183,0,1,0,0,0,0,0,4,54,54,0,83,43,0,0,0,1,0,0,0,0,17,163,86.14,0,0,0,0,54,54,0,163,0,94,0,0,99,170,60.308,147.674,261.899,15308.712,9.74,76.91,16.57,0,0,1,0,0,0,0
78,0,1,0,0,0,0,0,3,53,0,0,37,30,0,0,0,0,1,0,0,54,79,64,85.97,35,31,56,0,0,54,0,64,0,0,0,0,0,94,36.907,255.573,423.031,5034.708,8.35,67.27,7.275,1,0,0,0,0,0,0
31,1,0,0,0,0,0,0,2,12,0,0,0,0,1,0,0,0,0,0,0,12,20,0,62.57,10,0,12,0,12,0,12,22,0,0,0,22,0,33,66.856,46.754,200.38,12294.876,5.52,64.13,8.397,1,0,0,0,0,0,0
13,0,1,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.789,112.442,317.84,67293.483,17.26,77.97,1.67,0,0,0,1,0,0,0
2,1,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,3,0,62.2,0,3,9,0,0,3,0,3,2,0,2,3,0,3,37.861,43.951,405.994,1416.44,3.94,67.04,4.615,1,0,0,0,0,0,0
67,1,0,0,0,0,0,0,1,0,0,0,21,30,0,0,0,0,0,0,1,10,53,0,62.65,0,10,48,0,0,42,0,55,0,0,43,10,0,20,73.189,17.348,278.364,13913.839,6.73,76.88,10.068,0,0,0,1,0,0,0
118,0,0,1,0,0,0,0,360.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67.66,0,0,0,0,0,0,0,0,0,67,0,0,104,0,79.044,46.858,443.129,17167.967,5.18,74.79,24.587,1,0,0,0,0,0,0
76,0,0,1,0,0,0,35,1.333333333,0,0,64,0,0,0,0,1,0,0,0,0,0,0,0,64.14,0,66,0,71,0,0,66,71,0,0,83,0,17,83,71.644,108.043,278.296,26777.561,7.55,76.88,30.553,0,0,1,0,0,0,0
68,1,0,0,0,0,0,0,3,39,0,0,15,15,0,0,0,1,0,0,0,34,69,0,82.74,70,0,67,0,34,57,0,69,67,0,0,69,0,115,34.936,23.258,431.388,4466.507,15.67,65.31,5.582,0,0,0,1,0,0,0
